Binder Name,Binder Type,Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Added
Main,binder,Zuko's Exile,TLA,Avatar: The Last Airbender,3,normal,common,4,109489,9090b055-3406-4fed-a8c6-3f6353a9600e,0.23,false,false,near_mint,en,USD,2026-04-26T06:01:58.213Z
Main,binder,Pillar Launch,TLA,Avatar: The Last Airbender,189,normal,common,7,108303,f177e9cc-0c41-417d-9215-5ff23a1a0657,0.17,false,false,near_mint,en,USD,2026-04-26T06:01:58.214Z
Main,binder,Wolfbat,TLA,Avatar: The Last Airbender,122,normal,uncommon,2,109666,2ae83b4e-e5a4-4c98-8d16-eef3c71b8ff2,0.13,false,false,near_mint,en,USD,2026-04-26T06:01:58.215Z
Main,binder,Sun-Blessed Peak,TLA,Avatar: The Last Airbender,280,normal,common,3,109515,ae04c862-095f-41d2-8aef-21036d5a0cdc,0.25,false,false,near_mint,en,USD,2026-04-26T06:01:58.219Z
Main,binder,Boiling Rock Prison,TLA,Avatar: The Last Airbender,267,foil,common,2,109390,1c2e2220-54d1-4180-93a0-964e3b0ba8b8,0.28,false,false,near_mint,en,USD,2026-04-26T06:01:58.220Z
Main,binder,Mountain,TLA,Avatar: The Last Airbender,295,normal,common,3,109424,488ca216-de75-4acc-9c67-fd37070d7e92,0.38,false,false,near_mint,en,USD,2026-04-26T06:01:58.221Z
Main,binder,Kyoshi Village,TLA,Avatar: The Last Airbender,271,normal,common,3,109487,8d5f3008-2af8-4e81-8847-1c91f524e747,0.23,false,false,near_mint,en,USD,2026-04-26T06:01:58.222Z
Main,binder,Airship Engine Room,TLA,Avatar: The Last Airbender,265,normal,common,4,109375,0b98ba34-f251-4bd0-9d75-1d4445be5cfd,0.24,false,false,near_mint,en,USD,2026-04-26T06:01:58.223Z
Main,binder,Octopus Form,TLA,Avatar: The Last Airbender,66,normal,common,4,109543,ce96a826-53a0-4029-bf34-46779d133b13,0.18,false,false,near_mint,en,USD,2026-04-26T06:01:58.224Z
Main,binder,Firebending Lesson,TLA,Avatar: The Last Airbender,138,normal,common,5,109926,fa940e68-010e-4b68-be8a-555d7068f7b4,0.19,false,false,near_mint,en,USD,2026-04-26T06:01:58.225Z
Main,binder,Rocky Rebuke,TLA,Avatar: The Last Airbender,193,normal,common,4,108211,52fd910f-6d42-41f5-a4be-f375aa254ea2,0.18,false,false,near_mint,en,USD,2026-04-26T06:01:58.227Z
Main,binder,Solstice Revelations,TLA,Avatar: The Last Airbender,153,normal,uncommon,2,109580,f22ac19f-66fb-4d54-9f09-495a20a29577,0.21,false,false,near_mint,en,USD,2026-04-26T06:01:58.228Z
Main,binder,Accumulate Wisdom,TLA,Avatar: The Last Airbender,44,normal,uncommon,2,109763,a6335319-6c92-40d4-ab2d-c06c79049c30,0.33,false,false,near_mint,en,USD,2026-04-26T06:01:58.229Z
Main,binder,It'll Quench Ya!,TLA,Avatar: The Last Airbender,58,normal,common,6,108199,47c25e41-f43c-4447-81b5-b9631448bd29,0.17,false,false,near_mint,en,USD,2026-04-26T06:01:58.230Z
Main,binder,Heartless Act,TLA,Avatar: The Last Airbender,103,normal,uncommon,3,108268,b57c57a8-d72b-4c6c-a2db-a7ef61190f42,0.23,false,false,near_mint,en,USD,2026-04-26T06:01:58.231Z
Main,binder,Yip Yip!,TLA,Avatar: The Last Airbender,43,normal,common,6,109420,43f4b10e-165b-4100-82f3-728e1b0c78ed,0.17,false,false,near_mint,en,USD,2026-04-26T06:01:58.232Z
Main,binder,Azula Always Lies,TLA,Avatar: The Last Airbender,84,normal,common,7,108194,416b9207-a2af-44d1-9b87-4943f6e46d42,0.15,false,false,near_mint,en,USD,2026-04-26T06:01:58.236Z
Main,binder,Cycle of Renewal,TLA,Avatar: The Last Airbender,170,normal,common,7,109398,233f4a05-057b-48f4-8f56-8d4a060a40e4,0.25,false,false,near_mint,en,USD,2026-04-26T06:02:31.794Z
Main,binder,Mountain,TLA,Avatar: The Last Airbender,285,normal,common,8,108275,c44f81ca-f72f-445c-8901-3a894a2a47f9,0.15,false,false,near_mint,en,USD,2026-04-26T06:03:06.247Z
Main,binder,Island,TLA,Avatar: The Last Airbender,288,foil,common,4,108138,d894c61a-4062-442e-8ead-5197c3bffd00,0.41,false,false,near_mint,en,USD,2026-04-26T06:11:20.212Z
Main,binder,Kyoshi Battle Fan,TLA,Avatar: The Last Airbender,257,normal,common,4,109659,257e6862-96fe-4312-aff2-509d0696843a,0.13,false,false,near_mint,en,USD,2026-04-26T06:15:09.294Z
Main,binder,Invasion Submersible,TLA,Avatar: The Last Airbender,57,normal,uncommon,3,109516,af5299f5-1633-4c07-ade5-fd47e29ea4aa,0.13,false,false,near_mint,en,USD,2026-04-26T06:15:09.296Z
Main,binder,Twin Blades,TLA,Avatar: The Last Airbender,157,normal,uncommon,3,109560,dc399ae0-36b5-4c92-9fe2-138caf8d7a86,0.19,false,false,near_mint,en,USD,2026-04-26T06:15:09.298Z
Main,binder,Gather the White Lotus,TLA,Avatar: The Last Airbender,20,normal,uncommon,2,109495,96e2b3d0-f060-4f3c-9d12-a0444b202008,0.15,false,false,near_mint,en,USD,2026-04-26T06:15:09.301Z
Main,binder,Iroh's Demonstration,TLA,Avatar: The Last Airbender,141,normal,uncommon,2,109643,18d15fed-1f8f-4407-a221-a47ce75001a8,0.29,false,false,near_mint,en,USD,2026-04-26T06:15:09.302Z
Main,binder,Shared Roots,TLA,Avatar: The Last Airbender,196,normal,uncommon,4,109570,e7847ba5-e85e-417f-96c0-aef2e6f83994,0.86,false,false,near_mint,en,USD,2026-04-26T06:15:09.303Z
Main,binder,Deadly Precision,TLA,Avatar: The Last Airbender,95,normal,common,6,109422,4661daf6-d960-4278-8946-70948efaf99d,0.12,false,false,near_mint,en,USD,2026-04-26T06:15:09.304Z
Main,binder,Ember Island Production,TLA,Avatar: The Last Airbender,48,normal,uncommon,2,109379,0f79a7fc-36b1-4397-8e67-6638379d3a38,0.29,false,false,near_mint,en,USD,2026-04-26T06:15:09.305Z
Main,binder,Waterbending Lesson,TLA,Avatar: The Last Airbender,80,normal,common,8,108207,4f81e3b5-a0a9-4764-8c2d-b499ce1740b4,0.17,false,false,near_mint,en,USD,2026-04-26T06:15:09.306Z
Main,binder,Bumi Bash,TLA,Avatar: The Last Airbender,125,normal,common,4,109571,e8895479-26cb-4ee8-98ca-6d46c43f0dbd,0.16,false,false,near_mint,en,USD,2026-04-26T06:15:09.308Z
Main,binder,True Ancestry,TLA,Avatar: The Last Airbender,199,normal,uncommon,3,109486,8c55b333-dc8b-4332-895b-eec5eb45543f,0.25,false,false,near_mint,en,USD,2026-04-26T06:15:09.310Z
Main,binder,Watery Grasp,TLA,Avatar: The Last Airbender,82,normal,common,6,108177,26bcff57-428e-4f30-a153-a778fbfc437d,0.13,false,false,near_mint,en,USD,2026-04-26T06:15:09.313Z
Main,binder,The Cave of Two Lovers,TLA,Avatar: The Last Airbender,126,normal,uncommon,4,109432,50bf5c8b-f218-46b7-843c-8d8083f02fd2,0.2,false,false,near_mint,en,USD,2026-04-26T06:15:09.314Z
Main,binder,Path to Redemption,TLA,Avatar: The Last Airbender,31,normal,common,6,108310,f936d64a-0db4-49c1-8a57-6d99e012a555,0.14,false,false,near_mint,en,USD,2026-04-26T06:15:09.315Z
Main,binder,Leaves from the Vine,TLA,Avatar: The Last Airbender,185,normal,uncommon,3,109520,b18995c2-efe3-46ca-8204-e2dc0e42f6e3,0.18,false,false,near_mint,en,USD,2026-04-26T06:15:09.316Z
Main,binder,Swampsnare Trap,TLA,Avatar: The Last Airbender,120,normal,common,5,109709,6348b6bf-08a7-45f0-8b2d-2827ab89f21c,0.1,false,false,near_mint,en,USD,2026-04-26T06:15:09.317Z
Main,binder,Kyoshi Island Plaza,TLA,Avatar: The Last Airbender,184,normal,uncommon,2,109752,9c25ea98-9823-4487-bf6b-ee29ce5a4ed8,0.3,false,false,near_mint,en,USD,2026-04-26T06:15:09.318Z
Main,binder,Southern Air Temple,TLA,Avatar: The Last Airbender,36,normal,uncommon,4,108118,5c172f9b-2184-4736-9f90-74ce08596292,0.31,false,false,near_mint,en,USD,2026-04-26T06:15:09.319Z
Main,binder,Island,TLA,Avatar: The Last Airbender,288,normal,common,6,108138,d894c61a-4062-442e-8ead-5197c3bffd00,0.34,false,false,near_mint,en,USD,2026-04-26T06:15:09.320Z
Main,binder,Swamp,TLA,Avatar: The Last Airbender,289,normal,common,4,108128,874f0f27-81a4-4853-aaa0-2c15e07c177e,0.31,false,false,near_mint,en,USD,2026-04-26T06:15:09.323Z
Main,binder,Mountain,TLA,Avatar: The Last Airbender,290,normal,common,4,108141,ea96ecc4-72f3-46a4-8900-6a7c5a83d4df,0.33,false,false,near_mint,en,USD,2026-04-26T06:15:09.324Z
Main,binder,Plains,TLA,Avatar: The Last Airbender,282,normal,common,8,108193,4069fb4a-8ee1-41ef-ab93-39a8cc58e0e5,0.18,false,false,near_mint,en,USD,2026-04-26T06:15:09.325Z
Main,binder,Island,TLA,Avatar: The Last Airbender,283,normal,common,7,108255,a2e22347-f0cb-4cfd-88a3-4f46a16e4946,0.12,false,false,near_mint,en,USD,2026-04-26T06:15:09.328Z
Main,binder,Swamp,TLA,Avatar: The Last Airbender,284,normal,common,7,108302,f0b234d8-d6bb-48ec-8a4d-d8a570a69c62,0.18,false,false,near_mint,en,USD,2026-04-26T06:15:09.329Z
Main,binder,Swamp,TLA,Avatar: The Last Airbender,294,normal,common,1,109442,5c818f03-0e20-4ef4-bac7-11b2b7f41b5c,0.27,false,false,near_mint,en,USD,2026-04-26T06:15:09.333Z
Main,binder,Tolls of War,TLA,Avatar: The Last Airbender,245,normal,uncommon,2,109556,d822b9ad-a787-4355-88c2-07ae2bd3a78e,0.18,false,false,near_mint,en,USD,2026-04-26T06:15:41.880Z
Main,binder,Forest,TLA,Avatar: The Last Airbender,286,normal,common,6,108256,a305e44f-4253-4754-b83f-1e34103d77b0,0.12,false,false,near_mint,en,USD,2026-04-30T01:24:26.257Z
Main,binder,Aang's Journey,TLA,Avatar: The Last Airbender,1,normal,common,5,108119,5e51f727-5a9b-4bc7-83a9-dbcf1c933e15,0.22,false,false,near_mint,en,USD,2026-05-02T04:53:29.327Z
Main,binder,Sold Out,TLA,Avatar: The Last Airbender,119,normal,common,5,109389,1affba6d-2cca-4cdf-8690-1e23ffbe8462,0.08,false,false,near_mint,en,USD,2026-05-02T04:53:29.328Z
Main,binder,Cunning Maneuver,TLA,Avatar: The Last Airbender,130,normal,common,4,109380,0ff7c993-ba29-43b0-9639-7c4bc0292fa2,0.2,false,false,near_mint,en,USD,2026-05-02T04:53:29.329Z
Main,binder,Earthbending Lesson,TLA,Avatar: The Last Airbender,176,normal,common,4,108142,eccd63b3-3a3a-4661-9d6e-fb8152429bdb,0.17,false,false,near_mint,en,USD,2026-05-02T04:53:29.330Z
Main,binder,Sandbenders' Storm,TLA,Avatar: The Last Airbender,34,normal,common,5,109779,b3bf4a25-4329-4318-870a-2b06aa620dc4,0.15,false,false,near_mint,en,USD,2026-05-02T04:53:29.331Z
Main,binder,Forecasting Fortune Teller,TLA,Avatar: The Last Airbender,51,normal,common,4,109366,023e7ad4-6af0-4f29-a716-27a313974227,0.06,false,false,near_mint,en,USD,2026-05-02T04:53:29.332Z
Main,binder,North Pole Gates,TLA,Avatar: The Last Airbender,274,normal,common,2,109528,bcf7b9da-d35d-4338-b4d9-83e47dc058ee,0.16,false,false,near_mint,en,USD,2026-05-02T04:53:29.333Z
Main,binder,Sparring Dummy,TLA,Avatar: The Last Airbender,197,normal,uncommon,2,109435,520f5a03-ff5a-43ed-8f15-cf24596d60cd,0.15,false,false,near_mint,en,USD,2026-05-02T04:53:29.336Z
Main,binder,Destined Confrontation,TLA,Avatar: The Last Airbender,15,normal,uncommon,2,109803,d4605cf7-03bc-4a7f-b50a-49b83b09b54d,0.24,false,false,near_mint,en,USD,2026-05-02T04:53:29.337Z
Main,binder,Sun Warriors,TLA,Avatar: The Last Airbender,244,normal,uncommon,2,109567,e477d750-42d2-48c8-bc1f-8148d15d5f53,0.22,false,false,near_mint,en,USD,2026-05-02T04:53:29.338Z
Main,binder,Buzzard-Wasp Colony,TLA,Avatar: The Last Airbender,88,normal,uncommon,2,108195,42d83229-0555-4361-8964-4b525c825843,0.15,false,false,near_mint,en,USD,2026-05-02T04:53:29.339Z
Main,binder,Abandon Attachments,TLA,Avatar: The Last Airbender,205,normal,common,4,108228,74ca45a4-97ab-4255-9129-884e8b42b984,0.26,false,false,near_mint,en,USD,2026-05-02T04:53:29.340Z
Main,binder,Earth Rumble Wrestlers,TLA,Avatar: The Last Airbender,218,normal,common,6,109466,74fca0b8-12e1-405f-b999-160d65fe0ade,0.07,false,false,near_mint,en,USD,2026-05-02T04:53:29.341Z
Main,binder,Rabaroo Troop,TLA,Avatar: The Last Airbender,32,normal,common,5,108219,62a983b4-ac73-4949-9317-05a75a8ce164,0.13,false,false,near_mint,en,USD,2026-05-02T04:53:29.344Z
Main,binder,Corrupt Court Official,TLA,Avatar: The Last Airbender,92,normal,common,6,108198,4692610e-d64c-438e-b5ad-0cf67fd57f1f,0.09,false,false,near_mint,en,USD,2026-05-02T04:53:29.346Z
Main,binder,Wartime Protestors,TLA,Avatar: The Last Airbender,160,normal,rare,2,109924,bac81940-d717-49ff-83b2-16a22bb2c988,0.26,false,false,near_mint,en,USD,2026-05-02T04:53:29.349Z
Main,binder,"Haru, Hidden Talent",TLA,Avatar: The Last Airbender,182,normal,uncommon,3,108248,9657a0c0-2c26-4331-8e62-f032265a01af,0.29,false,false,near_mint,en,USD,2026-05-02T04:53:29.350Z
Main,binder,Fire Nation Warship,TLA,Avatar: The Last Airbender,256,normal,uncommon,3,109418,41ecc1de-353e-4131-b735-d2ce18c9c2d5,0.14,false,false,near_mint,en,USD,2026-05-02T04:53:29.351Z
Main,binder,Earth Kingdom Jailer,TLA,Avatar: The Last Airbender,16,normal,uncommon,3,109746,9207362c-3605-4794-803f-ad1d0175fcca,0.18,false,false,near_mint,en,USD,2026-05-02T04:53:29.352Z
Main,binder,Kyoshi Warriors,TLA,Avatar: The Last Airbender,26,normal,common,4,109651,211045e1-85c7-4088-b830-a2afa0fe520b,0.13,false,false,near_mint,en,USD,2026-05-02T04:53:29.353Z
Main,binder,Rough Rhino Cavalry,TLA,Avatar: The Last Airbender,152,normal,common,4,108259,a8bc29cf-f6f8-4bb8-b722-f016b58b6d2d,0.12,false,false,near_mint,en,USD,2026-05-02T04:53:29.356Z
Main,binder,Ostrich-Horse,TLA,Avatar: The Last Airbender,188,normal,common,5,108215,5ca3fd45-9301-44ef-afc0-4d7999d66d36,0.09,false,false,near_mint,en,USD,2026-05-02T04:53:29.357Z
Main,binder,Geyser Leaper,TLA,Avatar: The Last Airbender,52,normal,common,5,108205,4d25428d-e5a5-43c4-8544-43120ed1c4d5,0.05,false,false,near_mint,en,USD,2026-05-02T04:53:29.359Z
Main,binder,Meteor Sword,TLA,Avatar: The Last Airbender,258,normal,uncommon,2,109712,68b1c746-a4b8-4a45-9f0e-3962f0ae40e3,0.27,false,false,near_mint,en,USD,2026-05-02T04:53:29.363Z
Main,binder,Badgermole,TLA,Avatar: The Last Airbender,166,normal,common,4,108260,aabbd420-b7fc-496f-9168-bad823d51d9e,0.16,false,false,near_mint,en,USD,2026-05-02T04:53:29.367Z
Main,binder,Airbending Lesson,TLA,Avatar: The Last Airbender,8,normal,common,5,108292,e2bcd0a6-e94d-4a21-a334-a57459c1b8cc,0.15,false,false,near_mint,en,USD,2026-05-02T04:53:29.368Z
Main,binder,Lost Days,TLA,Avatar: The Last Airbender,62,normal,common,3,109559,db8e88e3-0931-403f-90e7-3c22c0b61dac,0.15,false,false,near_mint,en,USD,2026-05-02T04:53:29.369Z
Main,binder,White Lotus Reinforcements,TLA,Avatar: The Last Airbender,251,normal,uncommon,2,109428,4c7e3e2f-d7ac-4d40-ab84-cb7efe06a316,0.21,false,false,near_mint,en,USD,2026-05-02T04:53:29.376Z
Main,binder,Ozai's Cruelty,TLA,Avatar: The Last Airbender,113,normal,uncommon,2,108173,22cad680-d46a-4589-a633-b6ee9a78d61e,0.21,false,false,near_mint,en,USD,2026-05-02T04:53:29.377Z
Main,binder,Bender's Waterskin,TLA,Avatar: The Last Airbender,255,normal,common,5,108223,6d4a1712-d19e-4475-9614-a0b1af4da610,0.86,false,false,near_mint,en,USD,2026-05-02T04:53:29.378Z
Main,binder,Energybending,TLA,Avatar: The Last Airbender,2,normal,uncommon,2,109456,6c085441-e023-4032-89a0-d24ce5060ac3,0.26,false,false,near_mint,en,USD,2026-05-02T04:53:29.379Z
Main,binder,Mongoose Lizard,TLA,Avatar: The Last Airbender,148,normal,common,5,108232,7d40b9cb-82ef-44c5-8d3c-c8bb4ce9891c,0.08,false,false,near_mint,en,USD,2026-05-02T04:53:29.381Z
Main,binder,Origin of Metalbending,TLA,Avatar: The Last Airbender,187,normal,common,5,109400,25749f9a-260d-4bdc-bd28-429c12faa4a5,0.28,false,false,near_mint,en,USD,2026-05-02T04:53:29.382Z
Main,binder,Compassionate Healer,TLA,Avatar: The Last Airbender,13,normal,common,4,109483,88d5f8fd-d4de-4e64-9b74-e53719ffbcdc,0.14,false,false,near_mint,en,USD,2026-05-02T04:53:29.383Z
Main,binder,Serpent's Pass,TLA,Avatar: The Last Airbender,279,normal,common,3,109514,ad87bff5-9b8c-44e4-a6d3-8cc71be9640a,0.23,false,false,near_mint,en,USD,2026-05-02T04:53:29.385Z
Main,binder,Jeong Jeong's Deserters,TLA,Avatar: The Last Airbender,25,foil,common,2,108152,060966f9-5e56-4512-9ef3-2b216daf093c,0.14,false,false,near_mint,en,USD,2026-05-02T04:53:29.386Z
Main,binder,Cat-Gator,TLA,Avatar: The Last Airbender,91,normal,uncommon,4,108298,ec83a825-79e6-42a4-919c-3bc498ff4433,0.13,false,false,near_mint,en,USD,2026-05-02T04:53:29.387Z
Main,binder,How to Start a Riot,TLA,Avatar: The Last Airbender,140,normal,common,5,108174,23b3bf1e-ea85-47f5-8473-4d16615f68d7,0.19,false,false,near_mint,en,USD,2026-05-02T04:53:29.393Z
Main,binder,Earth Village Ruffians,TLA,Avatar: The Last Airbender,219,foil,common,2,108212,56d4e0b7-232f-4953-84a3-e6f17781aa45,0.16,false,false,near_mint,en,USD,2026-05-02T04:53:29.399Z
Main,binder,Foggy Bottom Swamp,TLA,Avatar: The Last Airbender,269,foil,common,2,109396,226af626-873d-4bd2-b889-000f8316786f,0.23,false,false,near_mint,en,USD,2026-05-02T04:53:29.400Z
Main,binder,Omashu City,TLA,Avatar: The Last Airbender,275,normal,common,2,109535,c21e413b-96ed-4ded-b567-f1647074ce5f,0.23,false,false,near_mint,en,USD,2026-05-02T04:53:29.401Z
Main,binder,Bitter Work,TLA,Avatar: The Last Airbender,210,normal,uncommon,2,109686,3e8de6a9-9859-4ed2-8ece-ef80a7209be9,0.29,false,false,near_mint,en,USD,2026-05-02T04:53:29.404Z
Main,binder,Boomerang Basics,TLA,Avatar: The Last Airbender,46,normal,uncommon,2,109640,17ab958a-abc6-472e-ad6a-97c731d89c74,0.97,false,false,near_mint,en,USD,2026-05-02T04:53:29.405Z
Main,binder,Epic Downfall,TLA,Avatar: The Last Airbender,96,normal,uncommon,2,108189,3b4a6804-04f5-4467-bb1c-9466a47bc55f,0.21,false,false,near_mint,en,USD,2026-05-02T04:53:29.406Z
Main,binder,"Jeong Jeong, the Deserter",TLA,Avatar: The Last Airbender,142,normal,uncommon,2,109510,a9f63d3b-bee5-48bc-8b04-d8b24b0bda6e,0.17,false,false,near_mint,en,USD,2026-05-02T04:53:29.407Z
Main,binder,Cruel Administrator,TLA,Avatar: The Last Airbender,213,normal,uncommon,3,109753,9d70707b-2e25-40b1-80a8-9a5492bca7e2,0.18,false,false,near_mint,en,USD,2026-05-02T04:53:29.417Z
Main,binder,Crescent Island Temple,TLA,Avatar: The Last Airbender,129,normal,uncommon,2,109367,04c85150-269e-4158-a1b9-bd11bc6b7d79,0.26,false,false,near_mint,en,USD,2026-05-02T04:53:29.418Z
Main,binder,The Spirit Oasis,TLA,Avatar: The Last Airbender,72,normal,uncommon,3,109414,3a1b1329-531c-47ed-9802-c505501f8fd9,0.29,false,false,near_mint,en,USD,2026-05-02T04:53:29.419Z
Main,binder,Earth Village Ruffians,TLA,Avatar: The Last Airbender,219,normal,common,5,108212,56d4e0b7-232f-4953-84a3-e6f17781aa45,0.07,false,false,near_mint,en,USD,2026-05-02T04:53:29.420Z
Main,binder,"June, Bounty Hunter",TLA,Avatar: The Last Airbender,106,normal,uncommon,4,109385,148bbaab-bc7b-46ab-8e18-ade69d71d847,0.19,false,false,near_mint,en,USD,2026-05-02T04:53:29.430Z
Main,binder,Fire Sages,TLA,Avatar: The Last Airbender,136,normal,uncommon,4,108225,71a9fa44-306f-417a-a9d9-991aff95025c,0.21,false,false,near_mint,en,USD,2026-05-02T04:53:29.431Z
Main,binder,Knowledge Seeker,TLA,Avatar: The Last Airbender,60,normal,uncommon,3,109738,8554e862-f78a-42f5-b876-076aac6c9504,0.16,false,false,near_mint,en,USD,2026-05-02T04:53:29.432Z
Main,binder,"Sokka, Lateral Strategist",TLA,Avatar: The Last Airbender,241,normal,uncommon,4,108161,1326c5db-4615-495f-8e30-376243d91352,0.2,false,false,near_mint,en,USD,2026-05-02T04:53:29.433Z
Main,binder,Barrels of Blasting Jelly,TLA,Avatar: The Last Airbender,254,normal,common,5,108208,4fd83083-3779-41f0-90a0-a00e3270e4e6,0.16,false,false,near_mint,en,USD,2026-05-02T04:53:29.434Z
Main,binder,Iguana Parrot,TLA,Avatar: The Last Airbender,56,normal,common,5,108235,7faa3e3d-c08a-4908-85ef-1370d3f90815,0.11,false,false,near_mint,en,USD,2026-05-02T05:22:01.867Z
Main,binder,Water Tribe Rallier,TLA,Avatar: The Last Airbender,42,normal,uncommon,3,109430,4e744b6c-1c2f-451a-818a-5ee7785b5213,0.18,false,false,near_mint,en,USD,2026-05-16T22:10:02.949Z
Main,binder,Misty Palms Oasis,TLA,Avatar: The Last Airbender,273,foil,common,2,109473,7cc29ddb-8f44-4493-985d-2fac35f9f34d,0.21,false,false,near_mint,en,USD,2026-05-16T22:10:02.958Z
Main,binder,Fire Nation Attacks,TLA,Avatar: The Last Airbender,133,normal,uncommon,2,108131,9cc10845-8989-46ca-a57a-fd728fca0729,0.19,false,false,near_mint,en,USD,2026-05-16T22:10:02.963Z
Main,binder,Origin of Metalbending,TLA,Avatar: The Last Airbender,187,foil,common,2,109400,25749f9a-260d-4bdc-bd28-429c12faa4a5,0.37,false,false,near_mint,en,USD,2026-05-16T22:10:02.974Z
Main,binder,Fire Lord Zuko,TLA,Avatar: The Last Airbender,221,normal,rare,2,108140,e62d3bcc-7bb4-42be-90a9-caf3c1caa29d,0.36,false,false,near_mint,en,USD,2026-05-16T22:10:02.976Z
Main,binder,Zuko's Conviction,TLA,Avatar: The Last Airbender,123,normal,uncommon,2,109923,ad8933d6-cdc7-4d60-a78e-b43ffecfb136,0.18,false,false,near_mint,en,USD,2026-05-16T22:10:02.990Z
Main,binder,Hermitic Herbalist,TLA,Avatar: The Last Airbender,226,normal,uncommon,2,109707,5d0ee441-a057-41b5-abb8-dc86864ac248,0.23,false,false,near_mint,en,USD,2026-05-16T22:10:02.991Z
Main,binder,Rumble Arena,TLA,Avatar: The Last Airbender,277,normal,common,4,109688,3f5d2c38-663c-4f64-8cfc-c102462e82ef,0.29,false,false,near_mint,en,USD,2026-05-16T22:10:02.999Z
Main,binder,Foggy Bottom Swamp,TLA,Avatar: The Last Airbender,269,normal,common,2,109396,226af626-873d-4bd2-b889-000f8316786f,0.26,false,false,near_mint,en,USD,2026-05-16T22:10:03.000Z
Main,binder,Foggy Swamp Visions,TLA,Avatar: The Last Airbender,102,normal,rare,2,109415,3a46deaa-88f7-4eec-aa99-b85073847918,0.33,false,false,near_mint,en,USD,2026-05-16T22:10:03.002Z
Main,binder,Merchant of Many Hats,TLA,Avatar: The Last Airbender,110,normal,common,3,108229,752ffa24-93b6-4b33-bf10-7222357ac472,0.09,false,false,near_mint,en,USD,2026-05-16T22:10:03.007Z
Main,binder,Plains,TLA,Avatar: The Last Airbender,287,normal,common,2,108129,8a880169-41ca-4507-83fd-306a489d31ce,0.29,false,false,near_mint,en,USD,2026-05-16T22:10:03.015Z
Main,binder,Jasmine Dragon Tea Shop,TLA,Avatar: The Last Airbender,270,normal,rare,2,109810,da2c83d4-a95f-47ff-a08f-694eb78d6b9b,0.64,false,false,near_mint,en,USD,2026-05-16T22:10:03.026Z
Main,binder,Razor Rings,TLA,Avatar: The Last Airbender,33,normal,common,4,108265,b05cfee5-ee59-4df6-a5f6-d9ef0fa7f98a,0.11,false,false,near_mint,en,USD,2026-05-16T22:10:03.033Z
Main,binder,Rowdy Snowballers,TLA,Avatar: The Last Airbender,68,normal,common,3,108165,17d71522-b133-4003-b787-0c742a2fd70e,0.13,false,false,near_mint,en,USD,2026-05-16T22:10:03.034Z
Main,binder,"Hakoda, Selfless Commander",TLA,Avatar: The Last Airbender,23,normal,rare,2,109921,9aef3ddb-9bb7-42c8-975b-b1917955a416,0.31,false,false,near_mint,en,USD,2026-05-16T22:10:03.040Z
Main,binder,Fatal Fissure,TLA,Avatar: The Last Airbender,97,normal,uncommon,2,109671,3343933d-4425-4ede-8d92-876bd0c6df60,0.16,false,false,near_mint,en,USD,2026-05-16T22:10:03.041Z
Main,binder,"Suki, Kyoshi Warrior",TLA,Avatar: The Last Airbender,243,normal,uncommon,2,108190,3e311480-04f8-4b8f-938e-1cc6d06b9902,0.27,false,false,near_mint,en,USD,2026-05-16T22:10:03.042Z
Main,binder,Sokka's Haiku,TLA,Avatar: The Last Airbender,71,normal,uncommon,2,108102,004be4bc-ac3c-4026-8d36-f4687ab18c70,0.21,false,false,near_mint,en,USD,2026-05-16T22:10:03.043Z
Main,binder,"Zuko, Exiled Prince",TLA,Avatar: The Last Airbender,163,normal,uncommon,3,108221,6a73b372-9c0e-4a85-89d2-440163330687,0.26,false,false,near_mint,en,USD,2026-05-16T22:10:03.044Z
Main,binder,Canyon Crawler,TLA,Avatar: The Last Airbender,90,normal,common,4,109668,30a30bfb-f0f3-425b-b37d-20079ee27046,0.1,false,false,near_mint,en,USD,2026-05-16T22:10:03.077Z
Main,binder,Plains,TLA,Avatar: The Last Airbender,282,foil,common,3,108193,4069fb4a-8ee1-41ef-ab93-39a8cc58e0e5,0.24,false,false,near_mint,en,USD,2026-05-16T22:10:03.085Z
Main,binder,Plains,SOS,Secrets of Strixhaven,273,normal,common,1,112089,bac08825-ca54-4a9f-bf4f-f75708a1550b,0.17,false,false,near_mint,en,USD,2026-05-17T05:23:27.027Z
Main,binder,Retreat to Valakut,BFZ,Battle for Zendikar,153,normal,uncommon,1,10198,f7a9ce97-ef6d-468c-b389-8d19c76174c2,0.16,false,false,near_mint,en,USD,2026-05-20T00:02:59.988Z
Main,binder,Lantern of Insight,5DN,Fifth Dawn,135,normal,uncommon,1,29360,cb0e4c78-75fe-4692-b177-974b148f0614,4.14,false,false,near_mint,en,USD,2026-05-20T01:48:47.741Z
Main,binder,Vryn Wingmare,M21,Core Set 2021,43,normal,uncommon,1,50718,17b59819-4746-4c67-b6e5-4157d498a065,0.3,false,false,near_mint,en,USD,2026-05-20T02:10:26.762Z
Main,binder,Dominaria's Judgment,PLS,Planeshift,4,normal,rare,1,32948,9703d090-b415-48e2-8158-dd8fc57ecc50,0.45,false,false,near_mint,en,USD,2026-05-20T02:21:07.282Z
